Task ID,Message Type,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Req. Header,Size Req. Body,Size Resp. Header,Size Resp. Body,Highest Alert,State,Payloads
53,Fuzzed,Sat Jun 06 15:49:01 CEST 2020,POST,http://staging.itapp.eus/,200,OK,5664,578,106,410,5435,,,[aaaq]
54,Fuzzed,Sat Jun 06 15:49:28 CEST 2020,POST,http://staging.itapp.eus/,200,OK,5268,578,106,410,5448,,Reflected,[aaar]
55,Fuzzed,Sat Jun 06 15:49:41 CEST 2020,POST,http://staging.itapp.eus/,200,OK,5020,578,106,410,5448,,Reflected,[aaas]
56,Fuzzed,Sat Jun 06 15:49:54 CEST 2020,POST,http://staging.itapp.eus/,200,OK,5280,578,106,410,5435,,,[aaat]
57,Fuzzed,Sat Jun 06 15:50:04 CEST 2020,POST,http://staging.itapp.eus/,502,Bad Gateway,992,578,106,156,332,,,[aaau]
58,Fuzzed,Sat Jun 06 15:50:31 CEST 2020,POST,http://staging.itapp.eus/,502,Bad Gateway,9123,578,106,156,332,,,[aaav]
59,Fuzzed,Sat Jun 06 15:50:45 CEST 2020,POST,http://staging.itapp.eus/,502,Bad Gateway,9121,578,106,156,332,,,[aaaw]
60,Fuzzed,Sat Jun 06 15:50:59 CEST 2020,POST,http://staging.itapp.eus/,502,Bad Gateway,9121,578,106,156,332,,,[aaax]
61,Fuzzed,Sat Jun 06 15:51:08 CEST 2020,POST,http://staging.itapp.eus/,502,Bad Gateway,9124,578,106,156,332,,,[aaay]
62,Fuzzed,Sat Jun 06 15:51:43 CEST 2020,POST,http://staging.itapp.eus/,502,Bad Gateway,9120,578,106,156,332,,,[aaaz]
63,Fuzzed,Sat Jun 06 15:51:57 CEST 2020,POST,http://staging.itapp.eus/,502,Bad Gateway,9122,578,106,156,332,,,[aaa!]
64,Fuzzed,Sat Jun 06 15:53:19 CEST 2020,POST,http://staging.itapp.eus/,502,Bad Gateway,9121,578,106,156,332,,,[aaa#]
65,Fuzzed,Sat Jun 06 15:53:28 CEST 2020,POST,http://staging.itapp.eus/,502,Bad Gateway,9121,578,106,156,332,,,[aaa$]
66,Fuzzed,Sat Jun 06 15:53:37 CEST 2020,POST,http://staging.itapp.eus/,502,Bad Gateway,9121,578,106,156,332,,,[aaa%]
67,Fuzzed,Sat Jun 06 15:53:46 CEST 2020,POST,http://staging.itapp.eus/,502,Bad Gateway,9122,578,106,156,332,,,[aaa&]
